Artery_Area,Artery_Tortuosity_Index,Artery_Median_Tortuosity,Artery_Overall_Length,Artery_Median_Branching_Angles,Artery_N_Start_Points,Artery_N_End_Points,Artery_N_Intersection_Points,Vein_Area,Vein_Tortuosity_Index,Vein_Median_Tortuosity,Vein_Overall_Length,Vein_Median_Branching_Angles,Vein_N_Start_Points,Vein_N_End_Points,Vein_N_Intersection_Points,Index
42338.0,1.0842464328424777,1.0772777549201682,4993.880876827862,66.65043281467022,8,15.0,8.0,41526.0,1.0733748440476951,1.0728497200970653,4470.031021678302,77.29928772049094,8,17.0,10.0,1091.1
38696.0,1.0971491048302253,1.0816878069777085,5991.2252480676525,70.73564276476871,11,16.0,5.0,37900.0,1.1134397935595857,1.0803323967762841,4688.944801964789,79.43149053838195,6,14.0,8.0,935.4
40188.0,1.0830746199754637,1.082362730383974,5260.204686594612,73.05190285931333,7,15.0,8.0,49812.0,1.0784421860552953,1.0810315290532513,5371.82409436587,76.1713275455438,8,18.0,8.0,1007.2
42177.0,1.0817050275589981,1.0821148093735682,4680.447327281731,71.39160333301001,6,15.0,12.0,38544.0,1.081280842045191,1.0788738763810999,4352.369116794929,52.25972404625981,6,12.0,8.0,722.4
28489.0,1.1242852444053486,1.0811612154341552,4044.5852788233524,88.18070191979871,7,16.0,9.0,36633.0,1.0981202250114057,1.0763835453503794,4529.0087271017155,75.37387890487511,7,17.0,11.0,1066.3
44112.0,1.073669448319567,1.0621160803831198,4330.469621858318,73.65997908992372,6,10.0,6.0,42800.0,1.0728119155892126,1.0754129484653885,4513.7833303573025,79.27744237288749,8,13.0,5.0,850.2
27325.0,1.0809992889403826,1.0814790050269298,3792.3548314450577,55.16777548741138,7,10.0,3.0,34801.0,1.1000327774381697,1.0809801528035614,4406.878784786809,62.38238888122792,11,14.0,5.0,910.2
38922.0,1.0794608619512218,1.0771684354228879,4813.383402144804,68.05061019279626,7,14.0,7.0,43076.0,1.1111973495093286,1.088550098899475,4987.601656214281,68.05586110903334,5,14.0,9.0,670.4
39336.0,1.0762522609969027,1.0828379219989193,4611.508293825833,65.23741723883202,9,14.0,5.0,52561.0,1.0887557495882523,1.0815625010497238,7202.3227945382,70.77785995356987,8,28.0,21.0,1173.1
25974.0,1.0907902436955434,1.0885476571500414,2265.093721325955,70.94567850209015,5,7.0,4.0,41313.0,1.086987690333742,1.0816083111154404,3078.3283527863596,87.32137006171999,2,10.0,11.0,75.1
33718.0,1.0742531778082285,1.0749813504744021,4727.206778635667,66.67464911902414,6,11.0,8.0,41171.0,1.0867329596456325,1.0863509948113266,4616.840112819294,67.2985835705142,8,14.0,7.0,336.4
49003.0,1.1006985313401965,1.0769570391735184,6482.441410096074,69.64304843105471,7,19.0,12.0,45720.0,1.0813762244801446,1.0741429280265082,5099.8047583821135,75.96375653207353,5,15.0,11.0,1298.4
24665.0,1.0774268387103498,1.0796552370069776,3524.8989873223377,69.8133495770178,7,14.0,8.0,26856.0,1.098504987256054,1.092844978618212,3369.0928547741787,87.13433357868348,8,12.0,5.0,1335.1
44916.0,1.1131643869448098,1.0845685772300513,5298.650429449561,82.9148277194411,6,15.0,10.0,57438.0,1.1002927853589222,1.0825386550000702,6264.786647887634,66.62126164912162,7,17.0,11.0,1213.4
42273.0,1.189764850737756,1.1289323630179093,5711.971280623485,91.79970057586368,8,17.0,11.0,50014.0,1.1096145823765755,1.084838475952456,6505.507427274056,70.08016733727963,8,18.0,13.0,743.1
30693.0,1.0808229762373611,1.0774974648112896,4551.364066161044,86.00301131922588,9,17.0,8.0,35532.0,1.1141837916252995,1.082830959493393,4375.906129997276,76.86597769360368,8,15.0,7.0,1204.2
34447.0,1.0900140676687058,1.0885280592883761,4477.616808115929,88.23459309153793,6,16.0,12.0,46917.0,1.1249261049093262,1.106825695214945,5094.885927461744,82.78642764817826,7,15.0,8.0,1243.1
35250.0,1.1204033932392123,1.0842757454277252,4251.609665440996,74.05811003164628,6,15.0,9.0,52204.0,1.1084667585027324,1.0818328520931817,5679.3194770078735,74.29545904436495,8,19.0,13.0,452.1
34337.0,1.070242717743969,1.0770908912934667,5022.802666341061,74.86253160286816,6,14.0,8.0,48643.0,1.0840746745956609,1.0815140643060233,6468.69624409201,72.65457607797681,8,18.0,13.0,875.2
42222.0,1.0812002134803704,1.0798945040418473,6314.228206660476,69.60512391795162,9,18.0,10.0,48162.0,1.095473313672865,1.0844223852456232,4742.41074735527,76.59853367833642,6,17.0,12.0,1110.4
39809.0,1.0939534398686428,1.0792413419029852,4301.063417522658,82.92646232503863,6,11.0,7.0,38576.0,1.1056176112947513,1.085940784621511,4133.3964620054,76.59249156293683,5,10.0,5.0,793.2
32186.0,1.0676588420164626,1.074698387249063,4334.5192616453705,71.20267932883615,8,17.0,8.0,43957.0,1.0985641185389965,1.0839753623887656,5568.361107568213,75.63282929620253,10,21.0,11.0,779.3
22420.0,1.1039908416545208,1.0915311761302482,2059.5079348883305,,5,5.0,0.0,35738.0,1.0737409469012844,1.0758189931260924,2292.603389317834,67.43785007405268,5,8.0,2.0,592.3
46142.0,1.088271502481396,1.0821584830569742,6448.216013351655,78.15847025086249,7,18.0,11.0,59697.0,1.085384682564133,1.0786558623838605,6991.681092190361,79.94957703878882,9,27.0,16.0,487.4
39579.0,1.1094280991954122,1.08398393401013,4643.570126921709,66.46419905422049,6,11.0,5.0,39398.0,1.084344645457142,1.080436354969779,3843.9233739399792,68.84634413528543,6,11.0,5.0,59.2
65981.0,1.1252073641849563,1.1107564096553844,8024.425391642647,78.31973985143368,8,22.0,14.0,56132.0,1.1200181696072804,1.0868421925038754,4608.526404320308,82.40535663140857,6,17.0,11.0,545.2
14503.0,1.0860596708687533,1.0805718611265083,1890.2581515262702,93.11591801035692,6,8.0,2.0,20125.0,1.0824651128209413,1.079022291495638,2179.123158577477,82.45567443316364,6,8.0,2.0,830.4
42130.0,1.0963748358613536,1.0791666591080542,6859.193718775068,78.57252235573306,10,21.0,11.0,44214.0,1.09371442628185,1.0813527840500217,5186.6037482553365,82.26733309172536,7,17.0,9.0,476.1
37633.0,1.112864308021133,1.0844066334305396,4930.158005400386,85.71928911482985,7,13.0,7.0,49894.0,1.1115989356831752,1.087238392040598,5053.631093465805,80.0943634065251,8,15.0,8.0,350.4
9977.0,,,0.0,,0,0.0,0.0,21795.0,,,0.0,,0,0.0,0.0,196.1
47229.0,1.1118080548659592,1.100657010263375,7207.556200509337,73.10397060146445,8,18.0,11.0,48612.0,1.1048717854080408,1.0823898316819593,5802.581453678749,81.76300303090547,8,20.0,11.0,578.2
36410.0,1.0830546894603894,1.0715941313904265,4852.190401244741,62.291092248397376,4,10.0,6.0,47784.0,1.0863526496960962,1.0821055017848042,4722.143720050514,83.62905918038042,8,14.0,5.0,453.4
41770.0,1.1059827802406392,1.0826257349413901,5146.712262545434,71.7708791473965,5,15.0,9.0,52600.0,1.0955377993843447,1.0858991414401793,5340.476764533252,73.4731784941453,6,19.0,11.0,631.2
35556.0,1.0755250908700718,1.0736024036242937,4902.361974119992,72.16767079064164,9,15.0,5.0,45177.0,1.0905114227923727,1.0814712604780226,5159.699202684837,76.78344116764669,6,22.0,17.0,1000.1
43422.0,1.073798252276512,1.0801184113335376,6553.526763257812,78.20989124778418,8,21.0,15.0,61265.0,1.0875733788593362,1.0804797053961757,6268.561251143215,75.4180989386578,8,25.0,18.0,718.1
26414.0,1.0863120797533028,1.080693982624111,3719.8401128192945,80.68005252789403,8,11.0,4.0,41843.0,1.0843101747434194,1.0804769752688959,3950.77409564131,87.96668070821318,9,17.0,9.0,892.1
36867.0,1.0836710546518165,1.0758551627609625,4877.020920410536,92.12255086267066,9,18.0,11.0,47229.0,1.1057270025443862,1.083952794349791,4768.197543919675,77.96617591160582,7,17.0,10.0,891.3
40152.0,1.0940714719141684,1.0775710299987418,5284.373300877035,70.50343752190835,8,18.0,9.0,52870.0,1.0955006560409641,1.0818056362355843,5400.711395993657,78.87446947109709,6,21.0,16.0,353.1
58104.0,1.0771637612787672,1.080035743291115,8727.189893630464,65.13547647702873,7,27.0,22.0,55945.0,1.089289342501125,1.0829559601139884,7152.3846276340755,78.23171106797936,9,27.0,18.0,796.4
48314.0,1.0933125394901262,1.0759797974644667,6641.296315879514,69.08319619665728,8,17.0,10.0,51929.0,1.1027386655678006,1.083303854270914,6378.975464705592,67.52224745863695,5,20.0,13.0,838.2
39733.0,1.0874572572120669,1.077058918773474,5005.031021678307,73.92088895587227,8,14.0,6.0,49017.0,1.084150529210222,1.0755046402328876,4379.445235240679,73.4491014081698,7,12.0,6.0,206.4
0.0,,,0.0,,0,0.0,0.0,0.0,,,0.0,,0,0.0,0.0,513.2
31414.0,1.105076961384512,1.072826152784197,3993.4969670687856,92.59261006220308,7,13.0,5.0,35370.0,1.0919414235720988,1.0814132484755918,3407.09494681523,72.33618409779228,5,13.0,8.0,630.3
0.0,,,0.0,,0,0.0,0.0,0.0,,,0.0,,0,0.0,0.0,11.2
39197.0,1.0684965352314792,1.0713718649879693,5749.326619682811,71.8755943665839,8,18.0,10.0,40879.0,1.097170239996495,1.083254537844534,5546.483907208188,72.60003768706116,6,20.0,13.0,390.4
26878.0,1.10841831962371,1.0795773110720233,3351.1933598375667,66.09794958898915,6,8.0,5.0,36545.0,1.08900895509403,1.0851213412276866,3689.4847737599644,66.61783332492239,5,14.0,9.0,707.3
45999.0,1.083040142832716,1.080445413796605,6918.980515339468,78.40449962572049,6,26.0,21.0,53816.0,1.0945980053221107,1.0844015236275628,6579.512477907934,84.36024571306861,7,22.0,19.0,716.2
42799.0,1.10384094596052,1.0816260484127538,6121.149996173671,80.89539913459782,7,20.0,13.0,56452.0,1.0857533618232131,1.0805340659681386,6798.656705572724,69.52215643273848,9,19.0,10.0,1168.4
48222.0,1.1009985481772269,1.0817035982183243,6374.7134880347185,65.63311524731601,8,16.0,8.0,52963.0,1.0941023471134415,1.0842527727860818,5860.877918235031,80.29579439851926,9,18.0,10.0,859.4
29041.0,1.0802030322858875,1.0771825273930238,5115.326619682814,78.62255974452334,6,14.0,7.0,38863.0,1.0977335003883715,1.0942391894784957,5216.875826193979,57.97627110520051,7,15.0,8.0,68.1
38915.0,1.1055881095018336,1.086261214854695,5167.17524934309,70.24476758852157,11,17.0,6.0,41214.0,1.1010115802161222,1.082232542295647,3513.512118970433,85.89256290745635,6,13.0,6.0,155.1
33542.0,1.0995174323290844,1.0792124845278646,4361.959953866437,61.1134182330893,8,15.0,7.0,46937.0,1.100759097951113,1.082281970516042,5489.9834739323,74.24744053948562,8,20.0,13.0,1148.3
41143.0,1.1242703806725518,1.1200564247460212,5373.385494185858,77.50807249206079,5,13.0,7.0,53552.0,1.1101313282290077,1.090338359285941,6144.78455584658,70.52561518822154,6,17.0,14.0,1202.2
30232.0,1.0803674527215754,1.077200329205414,4201.751801064724,76.62555953512886,7,16.0,10.0,38194.0,1.1025791653755648,1.0867129726828213,3733.396462005396,87.6593651844067,6,12.0,8.0,1244.3
35972.0,1.1046151776053683,1.0845521965370735,5008.910314079387,81.23660159670001,7,11.0,5.0,59728.0,1.1076500436177976,1.0949187505659461,7276.953170129004,69.68840343767802,10,27.0,17.0,269.4
39258.0,1.1487026894272645,1.0940302923945355,4449.949852598677,71.7097072825365,5,9.0,3.0,40920.0,1.0974362650293246,1.0866949852908052,4039.578136148418,80.46901313445291,7,14.0,7.0,897.3
42220.0,1.1283727086490267,1.080641157505023,4783.094946815232,78.42604195896133,7,16.0,10.0,63720.0,1.1173488712055883,1.0875443785752488,6521.284122570687,85.53915174148345,8,29.0,23.0,1201.3
35695.0,1.0940189747531877,1.0821353182165945,3916.656346635221,69.99953759473782,6,10.0,7.0,37988.0,1.097517242206126,1.0804555230022095,3698.9923497107925,70.06362172799243,7,11.0,4.0,1038.3
31039.0,1.0840388298969015,1.0810543642855723,3299.6542545941666,70.57018313140307,7,10.0,5.0,37582.0,1.0849152896500616,1.0798987254082528,3024.186217162633,87.8357823926228,5,7.0,4.0,594.2
25667.0,1.083359510636804,1.077080483535649,3452.889752606349,73.13843037642982,6,11.0,6.0,36210.0,1.0832252892767174,1.0794151810130064,3893.646245367454,78.16635469383934,8,13.0,5.0,434.3
40768.0,1.1199809164203756,1.1043401508304385,5019.449419322782,83.15722658736907,7,19.0,11.0,50788.0,1.1136444315564908,1.0960689877258147,5360.147904132619,61.59774272959553,8,17.0,8.0,58.3
40027.0,1.1008645047253143,1.0766604113048281,6074.16428152355,68.54201764662457,9,16.0,7.0,50776.0,1.0975626280528092,1.0814051982471584,6568.693285499184,82.14015875233815,10,17.0,9.0,823.4
35460.0,1.0843668290423203,1.0813519705832966,5291.066735052987,63.0568794347671,8,18.0,10.0,42101.0,1.1032382736138762,1.0837632037172815,5209.201728001782,90.1181570143639,7,18.0,12.0,792.3
23438.0,1.0786132446281351,1.0767723877775806,2855.100864000894,101.18384954123171,5,6.0,1.0,28100.0,1.091418828385771,1.075679539803438,2251.774962193085,75.58111304074417,5,10.0,5.0,368.3
15873.0,1.1309521792196986,1.0891372285646033,1317.2539674441643,78.57881372500071,3,4.0,1.0,23976.0,1.0979293518062023,1.0856522174651198,2035.1038225937202,86.32897498622151,3,6.0,3.0,46.3
19918.0,1.0874636762808212,1.0857898303741782,1961.510893481156,68.23745486550555,4,7.0,3.0,23394.0,1.0856373799492938,1.0867333200626286,2554.5028842544416,75.46557810392841,4,11.0,7.0,1200.3
51845.0,1.0745379515437352,1.0707725247965811,7031.190760182243,72.77955513463256,10,21.0,11.0,62125.0,1.0815587890299847,1.0797794633947118,6604.9632713967685,87.73949808885872,6,24.0,19.0,263.4
44257.0,1.0763625338155798,1.079207573814483,6688.202953491058,56.26340099033052,8,19.0,12.0,42306.0,1.0957434806161914,1.0823216658500918,5733.723589302481,66.32368343935097,9,18.0,11.0,288.2
36884.0,1.0861980407574539,1.0791263574630388,5657.096172304513,76.17996599453589,7,16.0,10.0,45083.0,1.0854403062196314,1.0780751617900266,5773.044440476401,66.20371565871844,6,18.0,12.0,498.2
27097.0,1.0848130251821129,1.0812498493823526,4179.131526741693,74.9568252606073,6,13.0,7.0,35526.0,1.0961290493286235,1.0917658533238899,4306.562984246766,79.9739629096787,7,17.0,9.0,27.3
44334.0,1.1147368402649465,1.085028796463726,5636.740833245186,67.28842900378362,6,14.0,8.0,57398.0,1.094153720489896,1.075572443816535,6815.360241016445,73.46753316601426,8,19.0,12.0,452.2
37862.0,1.0682929136758479,1.0629934204167237,5507.152954766502,78.20150046898422,11,20.0,9.0,48295.0,1.1066619468785905,1.084059682872084,4836.830011551525,80.61149544285973,7,18.0,11.0,372.1
38478.0,1.0771086328525052,1.0812641385201043,5674.21687990343,73.4267067166674,8,17.0,9.0,49504.0,1.0858125184912555,1.0796691275336334,5037.890978095625,79.28961144040721,6,18.0,12.0,626.4
41092.0,1.0889968132309402,1.080630595660886,6106.727773384591,74.45181530356791,9,16.0,7.0,43229.0,1.081044777958622,1.0768496765419635,5034.640328181796,83.7748180251674,7,15.0,8.0,1281.2
39363.0,1.0871265228199734,1.0768578864737939,5518.615941564158,76.46102400414398,7,15.0,7.0,39364.0,1.09345689924418,1.0900467780877519,4207.386360737631,78.08732651825088,9,15.0,6.0,798.2
44852.0,1.0935422528039616,1.0771410246369675,6738.958220762887,84.32042210339057,8,21.0,13.0,49131.0,1.0970396348973492,1.08709509169329,6819.854757106668,84.48640910962455,8,24.0,15.0,1292.4
36587.0,1.074336463176667,1.0789802158032349,4339.207645187443,72.75854060106003,6,12.0,6.0,45996.0,1.0872018294638401,1.0760626675221028,4795.104181531226,72.75854060106003,7,15.0,8.0,1225.2
48972.0,1.0894599537362522,1.081642839592567,4977.3813101037495,81.92254709531468,5,13.0,9.0,56807.0,1.1008014873180243,1.0960491855434222,5174.4321753800805,75.78414652632645,6,16.0,13.0,26.4
24949.0,1.124248718609522,1.0682808886289075,2240.329219338138,59.39046324874091,5,6.0,1.0,30450.0,1.1651191019670217,1.105665318877201,2702.9414844344597,,6,7.0,2.0,245.2
33195.0,1.0798483514620831,1.079924665506326,4453.778279723422,72.7839264122093,6,12.0,5.0,44000.0,1.0859549304760183,1.0790561562797027,5504.515436500767,78.32834465713256,7,17.0,11.0,1250.4
17617.0,1.0808412022427318,1.0738322256352228,2335.0470401317293,82.7171295794825,4,8.0,4.0,25225.0,1.096549394183203,1.084094150019602,2956.2867222260174,82.03440492323583,5,11.0,5.0,529.4
30353.0,1.1052369244132185,1.0917623293481427,3646.097905408061,91.81783722151434,7,14.0,5.0,42282.0,1.092737498341126,1.0772438708640277,4401.21269582132,84.52206824723298,5,19.0,16.0,262.2
30728.0,1.073318180140437,1.0792293059730063,4861.373300877037,74.06113353261163,7,14.0,7.0,57720.0,1.1143501065425345,1.0930823300853083,7057.5755364930865,91.11069739067945,6,27.0,22.0,1122.2
30695.0,1.1115653049291208,1.0850236353805935,3911.004543019613,91.92816231060206,6,10.0,4.0,31056.0,1.1014568615118163,1.0800902581962633,3009.7526676165007,69.33674709725685,6,9.0,3.0,795.1
47058.0,1.0799277876112148,1.0762192599926224,6451.490183331353,68.6978896722675,9,18.0,11.0,49096.0,1.0955113571959947,1.0810881203787848,5137.282897081413,81.08124930930337,7,18.0,11.0,1061.2
53864.0,1.1053977594237994,1.0843610398764891,6869.708437400829,83.18944690142692,10,21.0,13.0,56343.0,1.0985560672257833,1.0820435419322534,6290.073877727924,62.525750187845105,9,21.0,13.0,1019.4
28025.0,1.0692569224138946,1.074050421999977,3249.703027829446,86.18723958189473,7,11.0,4.0,39102.0,1.1039017240600935,1.0921740118744407,4425.700069236616,84.33684123240627,9,15.0,6.0,1115.3
30413.0,1.157860733962169,1.103154988338499,3145.777054234141,107.88755357204425,10,12.0,3.0,50796.0,1.1081391931916493,1.0779911688269341,4850.79256507329,68.37600372435027,7,21.0,15.0,661.1
49195.0,1.0902037064183563,1.0823921305667905,6498.26478658694,69.90231123841697,6,17.0,10.0,53224.0,1.122629636838579,1.0914109137566743,6165.31146778116,79.38608219385247,8,23.0,14.0,309.2
38470.0,1.0827533130596518,1.072084472418012,5177.251367788835,79.22882905372992,7,20.0,12.0,45673.0,1.1107664609663328,1.0837823259558486,5073.28080504036,71.02959219151346,8,19.0,10.0,1170.1
34357.0,1.1283317208784043,1.1070098827975887,4358.580228189471,95.14901014633027,6,13.0,6.0,40689.0,1.0961353422396818,1.0873106601933225,4478.594513539344,88.04527138836733,9,17.0,8.0,849.3
35036.0,1.094888126521387,1.0819051518567837,4405.043214987125,83.20175906695118,7,15.0,8.0,43135.0,1.0880463416784727,1.0838436579124482,4826.091988222402,73.87047087200284,8,18.0,10.0,582.3
27908.0,1.0984427961576344,1.0850946806104098,3748.0806614653598,71.85025181099941,7,11.0,6.0,40801.0,1.1085978204170133,1.0783501549404626,4806.807716974941,70.76932762433871,8,15.0,7.0,1263.3
36807.0,1.144473821015288,1.125214722451989,4976.055408295949,81.01272689068966,6,12.0,6.0,50618.0,1.0849254605353325,1.0803445723445542,5035.785422398359,65.93563903305247,5,12.0,6.0,183.2
30880.0,1.0897907402963698,1.0770734793745527,3776.79343162507,76.65710723480393,9,11.0,2.0,38179.0,1.077714522787261,1.0693305365468462,3899.195451878623,62.30503540964749,6,10.0,4.0,585.4
35060.0,1.1043872989249268,1.0803808025805202,4434.528496361362,68.13362934022145,8,16.0,10.0,42988.0,1.086736085101498,1.073868981716989,4675.885927461743,77.477404925109,8,18.0,11.0,668.3
40514.0,1.2320297553707469,1.1914010123962524,3999.5020177026695,105.50152702136211,9,11.0,7.0,53632.0,1.0917285804659835,1.0829434245688638,4947.324527641755,65.48115969504211,8,20.0,12.0,661.3
35889.0,1.0746019760689272,1.0787012839000487,5016.229073212253,75.78414652632645,10,16.0,6.0,33587.0,1.0972282784676635,1.080305850556946,4299.741699796959,82.31754681345105,5,11.0,6.0,518.2
47002.0,1.1029579483962708,1.088185237620136,5232.814859649876,92.07760690279235,5,19.0,16.0,59423.0,1.1017457731748996,1.082181932007726,5657.542781711233,76.57261543535039,8,24.0,17.0,1239.1
10776.0,1.0828572395168832,1.0820396094610003,1419.5819612930238,,4,4.0,1.0,18638.0,1.092647133804424,1.0729799329594525,1941.1160159025417,75.05568658926174,3,5.0,2.0,899.3
52397.0,1.0819859335648527,1.076238527587101,4920.89307013668,66.51515895956784,5,14.0,12.0,58999.0,1.0745577876828072,1.0800340115887093,4244.359882078938,83.47274996438051,6,12.0,9.0,964.4
26596.0,1.1470003351806228,1.0814978291017034,3713.364932712821,61.06482471336392,11,14.0,3.0,36775.0,1.0841360288297626,1.0809102365482681,4541.48390720819,65.06570489742342,8,15.0,7.0,826.3
16350.0,1.0709155883637764,1.0701477943499371,1731.5718600252567,81.86989764584403,4,5.0,2.0,26963.0,1.1066674201008824,1.0837882332313522,2761.6917010724,75.19807512723624,5,9.0,4.0,145.3
41951.0,1.0835128546241637,1.080690504144804,6273.507427274056,66.89492081777705,7,18.0,11.0,49939.0,1.104694613967971,1.0835051093063415,5540.17229075026,76.76267739131944,7,18.0,10.0,1271.4
48210.0,1.0749749628221301,1.0704389260430418,6140.009952590997,72.22683413662314,7,18.0,11.0,59856.0,1.0998394351288523,1.0781147463648344,6730.602881703562,81.57122787559894,10,20.0,10.0,1057.2
10638.0,1.068756667723547,1.068756667723547,210.63455967290625,,1,1.0,0.0,31709.0,1.0838012324026691,1.075398915403386,2076.488598904571,128.55839990066497,3,6.0,5.0,904.4
43172.0,1.174275211363811,1.1089176952372712,5272.655480083445,88.23133365459688,8,17.0,9.0,52977.0,1.0801130025767485,1.081457740617823,5119.5966055803965,66.98072952550906,8,21.0,14.0,395.1
29954.0,1.0871077928874715,1.0841090629788126,3180.179074487694,45.37188016404194,7,14.0,6.0,37924.0,1.0918887137156361,1.0786993836342473,3498.1790744876926,73.42909838998835,8,13.0,5.0,266.1
58725.0,1.1156438146662517,1.0974129932426318,7622.977556746643,87.16917125230427,11,24.0,15.0,68600.0,1.0903183700565813,1.0831636433017042,8290.46911424404,72.8290660951629,13,32.0,22.0,378.4
38905.0,1.1188331011425836,1.1033367643452625,4965.802666341058,87.41501315829086,10,17.0,8.0,42935.0,1.126915075882153,1.0821520676016068,4722.395595453621,83.418055344822,8,18.0,10.0,1140.3
43947.0,1.097563973612232,1.0777731244360969,6112.7795052126985,70.73987565147017,9,18.0,9.0,52571.0,1.0919839676795609,1.073969983671946,5543.69920268484,71.7146194322783,7,17.0,11.0,931.4
44891.0,1.0637863049906062,1.0645620038982146,6174.813993098103,74.24928155650908,7,19.0,14.0,44341.0,1.0957336565310904,1.077341914673564,4950.10418153122,89.08452906416707,6,18.0,14.0,1001.2
36754.0,1.1197202285760293,1.090364515469121,5528.988524566187,81.91863955763155,9,16.0,7.0,43169.0,1.0973044449205522,1.0841643751404608,4792.667673392265,74.50699983069308,6,13.0,7.0,1183.2
34749.0,1.0797141870305909,1.079139673154237,3295.9141392239912,61.443816374865,7,9.0,2.0,45271.0,1.0878124409857173,1.0810754091006858,3554.1466786433443,109.16108996487645,5,9.0,3.0,1284.4
32754.0,1.1011533337503638,1.0812932306266614,3892.082753506414,110.83755829190805,7,12.0,6.0,34894.0,1.0955129161707342,1.0832617429561222,3111.2227970890876,95.39324029913644,5,13.0,9.0,957.1
25149.0,1.074079986242044,1.072516382939036,2662.3880938411835,88.70331077635839,6,7.0,3.0,29180.0,1.1302809302067331,1.103946235125334,2636.093721325953,70.97439396243132,4,9.0,5.0,368.1
17775.0,1.1145183475377967,1.0812761268329718,1805.7556262093312,76.9543629370514,5,6.0,1.0,37734.0,1.0893824232370513,1.0811087799840884,3640.982248443026,65.91008494006788,8,12.0,4.0,401.1
28207.0,1.0894820637156744,1.0752191768290549,3825.2370824389673,76.89868969872259,8,10.0,2.0,37438.0,1.1137862002015209,1.081474533664084,3397.830878103302,82.21676751467062,6,11.0,5.0,427.4
34699.0,1.092734484551384,1.0798812812013558,4591.629001424753,80.20590560756814,7,11.0,5.0,40016.0,1.096535647632435,1.0910860767832369,4444.817818242712,94.40308677117672,9,12.0,4.0,798.4
40716.0,1.1152365928580388,1.0768692411115417,5757.272795813647,71.25024236968888,8,22.0,14.0,53713.0,1.089846052420755,1.0802694694640076,5974.517528541816,74.43331735005874,9,26.0,19.0,553.1
33412.0,1.0919307075494251,1.0816060049892704,4779.908222038331,85.93494882292202,8,14.0,6.0,39106.0,1.0937887576643703,1.0818117658363302,4318.85021408706,79.09329830498379,5,14.0,7.0,351.2
32963.0,1.1374575513290666,1.0934571095844885,4352.114282798988,79.86206014889991,7,18.0,11.0,42417.0,1.141843809598103,1.08554863601407,5060.425032705146,72.19464978548825,7,19.0,12.0,991.3
36655.0,1.1073482739042753,1.1054366188206712,4794.3935034125725,83.59885331812893,7,12.0,5.0,52531.0,1.0967943120410166,1.0817718980657893,5679.655480083443,86.00301131922588,7,19.0,12.0,815.1
37112.0,1.1067291474610215,1.0823711378766117,4638.504109743724,73.5295715603914,6,12.0,6.0,53353.0,1.0927025899209208,1.0801341666922342,6044.041481883572,80.13053502336936,6,20.0,14.0,872.2
44614.0,1.1074626208426586,1.085448932060026,6607.18866814119,62.65012421993013,10,17.0,7.0,44511.0,1.129386905521351,1.0837278089874218,5719.983473932307,70.35929873629198,8,14.0,5.0,814.4
30295.0,1.0799251649199166,1.07618525111665,4075.906129997277,64.8304626153271,7,12.0,5.0,39607.0,1.0925484560389132,1.0876348109782734,3975.1954518786233,110.81542262498012,8,11.0,3.0,577.2
28930.0,1.0930115179225637,1.086323723421144,4123.055408295945,73.6791425296588,8,12.0,6.0,45550.0,1.0973219918563528,1.0804853455520258,5153.900212811619,73.25116991456338,6,17.0,11.0,166.4
35278.0,1.1284721238340465,1.086702794186484,5087.05035766206,73.73755485610448,5,16.0,10.0,51093.0,1.0935817405926205,1.0862910547568903,4778.508293825829,87.25920940581743,6,17.0,11.0,342.1
21553.0,1.1150847877524945,1.0814453563769222,3223.914139223988,92.37051990324453,7,11.0,4.0,35236.0,1.1194551602161826,1.0774582100054406,4248.474672492198,81.1097969575835,7,14.0,8.0,628.3
31110.0,1.094480491462602,1.0817692691420737,3644.1588719521596,77.89170422297687,9,14.0,5.0,44167.0,1.092397942882813,1.0796691275336339,4378.062550970879,76.32311990150677,7,17.0,10.0,957.3
33618.0,1.1236213902113792,1.122975887826212,4834.395595453624,73.26446169337804,7,11.0,6.0,42485.0,1.0824785407738808,1.076024209784467,4781.797615707176,71.5006377365219,6,15.0,9.0,543.2
41739.0,1.1203711922841935,1.1086774137017823,3746.7253224060355,88.16393839185115,5,8.0,3.0,40607.0,1.0843801548180196,1.0822887224338995,3026.2450916656767,85.88777115528154,4,10.0,5.0,527.2
41449.0,1.069122105109696,1.0642852114750685,5914.042348435352,67.03841133883057,11,15.0,5.0,50382.0,1.0877860010845286,1.0783393529469594,5497.662622758382,83.94188104766562,9,16.0,6.0,316.2
45838.0,1.0772278756688591,1.0767628535581915,5853.473805940424,63.517152180454524,6,19.0,12.0,52282.0,1.0877631525988714,1.0836034602590718,5899.429216787253,78.69006752597979,6,17.0,11.0,1317.4
27835.0,1.1069761596116796,1.070550907968819,3146.2572849744975,92.70279024003484,7,9.0,2.0,44364.0,1.1019687160612668,1.0893244279475425,4352.641194733571,83.74776209019429,5,13.0,9.0,1255.3
33675.0,1.0755162780065004,1.072766157319828,4589.271570324369,74.89762762169565,8,15.0,8.0,49298.0,1.0945356914488338,1.0862490700513674,5770.456561997719,68.77634349723378,8,22.0,14.0,568.2
43670.0,1.1025701898314209,1.0882887248872186,5465.562117694993,79.46047177035211,8,18.0,11.0,46290.0,1.1936328981360105,1.1523646870963482,4952.554975020055,80.86661654473053,7,13.0,10.0,879.3
